,0,0,0,0,0,0,0,0,0
0,N,B1,B2,B3,ref-cycles,dcache-loads,dcache-load-misses,l2_rqsts.references,l2_rqsts.miss
1,32,16,-2,-2,"515,332","238,653","9,675","23,093","8,408"
2,32,8,-2,-2,"510,329","244,748","9,748","23,237","8,466"
3,32,4,-2,-2,"525,609","265,867","9,717","23,189","8,422"
4,32,2,-2,-2,"606,136","373,387","9,710","23,149","8,435"
