,0,0,0,0,0,0,0,0,0
0,N,B1,B2,B3,ref-cycles,dcache-loads,dcache-load-misses,l2_rqsts.references,l2_rqsts.miss
1,512,256,-1,-1,"307,604,993","539,151,870","11,060,959","12,028,292","198,729"
2,512,128,-1,-1,"307,467,728","541,261,428","9,299,734","10,502,980","178,716"
3,512,64,-1,-1,"267,873,127","545,505,561","6,452,241","9,164,888","387,057"
4,512,32,-1,-1,"243,090,044","554,094,986","1,362,391","1,440,227","236,518"
5,512,16,-1,-1,"246,698,542","571,689,622","2,107,744","2,137,660","370,124"
6,512,8,-1,-1,"256,488,821","608,628,322","4,185,366","4,206,728","632,309"
7,512,4,-1,-1,"292,795,835","690,191,967","11,907,971","11,939,702","988,936"
8,512,2,-1,-1,"418,567,758","889,568,739","41,988,906","42,054,030","1,763,361"
9,512,256,128,-1,"311,199,706","541,262,004","9,308,379","10,340,295","205,013"
10,512,256,64,-1,"270,057,245","545,507,704","6,430,933","7,333,767","201,131"
11,512,256,32,-1,"242,180,950","554,106,962","1,361,156","1,767,206","158,061"
12,512,256,16,-1,"243,515,597","571,769,336","2,046,300","2,867,594","162,475"
13,512,256,8,-1,"236,120,665","609,207,515","2,876,362","3,649,023","163,609"
14,512,256,4,-1,"275,751,034","694,602,445","3,280,072","3,524,573","156,050"
15,512,256,2,-1,"390,697,873","923,981,445","7,564,358","8,022,365","175,809"
16,512,128,64,-1,"269,990,494","545,509,914","6,412,680","7,563,067","231,407"
17,512,128,32,-1,"241,885,959","554,112,790","1,324,877","1,660,982","152,324"
18,512,128,16,-1,"243,807,535","571,788,582","1,762,617","2,258,116","161,870"
19,512,128,8,-1,"235,383,880","609,278,236","1,703,900","2,033,636","166,996"
20,512,128,4,-1,"274,411,914","694,874,370","2,621,103","2,979,205","162,687"
21,512,128,2,-1,"380,867,180","925,049,090","4,754,169","5,452,927","188,703"
22,512,64,32,-1,"241,526,909","554,129,818","1,307,691","1,651,344","244,010"
23,512,64,16,-1,"243,973,048","571,834,775","1,590,093","2,072,637","287,772"
24,512,64,8,-1,"236,422,943","609,431,926","1,519,022","2,181,505","337,609"
25,512,64,4,-1,"274,876,035","695,439,651","2,162,223","3,123,093","368,725"
26,512,64,2,-1,"381,481,913","927,224,184","3,508,810","5,005,660","372,004"
27,512,32,16,-1,"246,950,088","571,970,225","1,643,356","1,718,657","238,399"
28,512,32,8,-1,"238,445,491","609,800,897","1,414,151","1,535,279","241,151"
29,512,32,4,-1,"274,903,755","696,668,851","1,518,927","1,679,692","252,121"
30,512,32,2,-1,"387,211,419","931,746,457","1,309,270","1,420,068","248,704"
31,512,16,8,-1,"245,688,904","610,881,246","2,137,398","2,167,243","369,187"
32,512,16,4,-1,"281,888,158","699,616,983","2,403,578","2,441,609","345,878"
33,512,16,2,-1,"401,430,359","941,575,869","2,037,748","2,062,412","375,482"
34,512,8,4,-1,"310,755,976","708,247,365","4,432,830","4,461,484","570,916"
35,512,8,2,-1,"425,428,672","965,148,448","4,505,163","4,530,482","587,469"
36,512,4,2,-1,"447,081,558","1,034,141,660","12,380,555","12,411,255","1,001,605"
