,0,0,0,0,0,0,0,0,0
0,N,B1,B2,B3,ref-cycles,dcache-loads,dcache-load-misses,l2_rqsts.references,l2_rqsts.miss
1,512,256,128,64,"235,820,873","407,067,816","6,506,043","7,607,822","221,577"
2,512,256,128,32,"223,216,631","411,386,618","1,367,277","1,753,206","189,822"
3,512,256,128,16,"202,508,002","420,342,310","1,838,386","2,377,102","195,836"
4,512,256,128,8,"223,637,110","439,955,506","1,795,722","2,165,087","187,999"
5,512,256,128,4,"288,316,106","489,430,071","2,635,493","3,030,773","178,597"
6,512,256,128,2,"418,519,399","656,897,057","4,780,807","5,421,565","177,322"
7,512,256,64,32,"223,120,603","411,411,132","1,350,443","1,636,934","181,706"
8,512,256,64,16,"196,158,165","420,402,899","1,651,625","2,003,829","193,219"
9,512,256,64,8,"222,966,996","440,143,560","1,566,227","1,910,899","197,307"
10,512,256,64,4,"290,033,961","490,094,255","2,126,448","2,516,924","193,747"
11,512,256,64,2,"421,998,184","659,398,337","3,508,381","3,981,631","184,492"
12,512,256,32,16,"196,818,250","420,592,553","1,714,197","2,187,189","162,933"
13,512,256,32,8,"223,755,437","440,621,981","1,484,926","1,883,706","165,704"
14,512,256,32,4,"292,902,884","491,592,613","1,441,005","1,877,946","166,075"
15,512,256,32,2,"433,071,584","664,705,946","1,286,124","1,610,433","156,839"
16,512,256,16,8,"235,560,545","442,257,683","2,259,176","3,099,801","166,247"
17,512,256,16,4,"293,397,892","495,397,993","2,053,070","2,841,979","160,243"
18,512,256,16,2,"419,014,008","676,670,566","1,728,994","2,329,739","155,021"
19,512,256,8,4,"295,028,874","507,275,718","2,884,429","3,600,144","157,580"
20,512,256,8,2,"440,536,618","707,029,468","3,030,504","3,799,830","159,153"
21,512,256,4,2,"442,805,345","801,723,593","3,914,836","4,183,521","160,909"
22,512,128,64,32,"224,063,868","411,414,666","1,346,437","1,727,313","193,484"
23,512,128,64,16,"196,808,165","420,406,394","1,648,482","2,112,527","212,083"
24,512,128,64,8,"223,246,334","440,147,074","1,562,983","1,987,402","219,153"
25,512,128,64,4,"291,315,347","490,097,752","2,125,457","2,620,924","220,296"
26,512,128,64,2,"423,434,449","659,401,835","3,495,661","4,127,786","223,649"
27,512,128,32,16,"197,180,378","420,602,128","1,693,587","2,122,294","159,729"
28,512,128,32,8,"223,189,289","440,631,557","1,457,260","1,820,714","165,296"
29,512,128,32,4,"292,852,783","491,602,160","1,416,048","1,764,884","163,903"
30,512,128,32,2,"433,536,974","664,715,511","1,249,448","1,517,061","160,041"
31,512,128,16,8,"233,661,460","442,148,862","1,934,466","2,480,134","165,078"
32,512,128,16,4,"293,853,235","495,429,639","1,811,898","2,287,074","157,567"
33,512,128,16,2,"419,436,368","676,702,211","1,496,982","1,864,075","156,961"
34,512,128,8,4,"294,558,243","507,391,482","1,738,644","2,035,290","161,767"
35,512,128,8,2,"448,279,999","706,638,405","1,788,808","2,104,206","168,284"
36,512,128,4,2,"444,173,037","802,167,272","2,726,504","3,125,915","177,308"
37,512,64,32,16,"198,089,098","420,629,952","1,678,852","2,102,254","263,822"
38,512,64,32,8,"224,637,160","440,659,403","1,431,265","1,891,209","280,455"
39,512,64,32,4,"292,186,037","491,630,033","1,394,740","1,839,579","288,276"
40,512,64,32,2,"433,399,184","664,743,363","1,195,239","1,569,642","264,363"
41,512,64,16,8,"231,466,809","442,225,082","1,730,474","2,284,083","309,164"
42,512,64,16,4,"293,833,470","495,505,864","1,629,700","2,153,345","315,139"
43,512,64,16,2,"418,333,129","676,778,443","1,300,814","1,771,958","298,865"
44,512,64,8,4,"293,530,616","507,644,356","1,512,135","2,170,873","337,824"
45,512,64,8,2,"442,538,888","707,398,087","1,490,316","2,157,986","345,143"
46,512,64,4,2,"446,155,462","803,092,921","2,129,923","3,066,211","367,328"
47,512,32,16,8,"236,236,778","442,446,763","1,785,496","1,925,267","256,979"
48,512,32,16,4,"294,813,372","495,727,513","1,680,827","1,802,504","251,116"
49,512,32,16,2,"419,962,129","677,000,113","1,309,368","1,367,215","239,919"
50,512,32,8,4,"297,533,964","508,253,003","1,507,183","1,650,533","257,285"
51,512,32,8,2,"446,403,031","708,006,805","1,301,431","1,403,755","252,492"
52,512,16,8,4,"313,641,728","510,022,394","2,323,953","2,356,650","376,192"
53,512,16,8,2,"454,004,414","709,776,130","1,968,463","1,990,798","369,029"
54,512,16,4,2,"460,443,547","809,980,666","1,964,700","1,986,940","375,497"
