,0,0,0,0,0,0,0,0
0,N,B1,B2,B3,LLC-load-misses,LLC-loads,cache-references,cache-misses
1,4096,1024,128,8,"515,075","7,548,851","104,610,542","8,443,963"
2,4096,512,128,8,"626,422","6,739,224","112,923,495","6,604,246"
3,4096,256,128,8,"537,401","6,513,088","132,705,103","6,389,250"
4,4096,16,-1,-1,"796,486","83,318,463","163,685,229","3,016,077"
