,0,0,0,0,0,0,0,0
0,N,B1,B2,B3,LLC-load-misses,LLC-loads,cache-references,cache-misses
1,4096,2048,32,8,"206,539","22,492,682","159,272,448","5,765,359"
2,4096,1024,32,8,"314,221","15,411,592","120,548,556","6,862,421"
3,4096,512,32,8,"340,534","9,831,344","84,276,617","6,728,622"
4,4096,256,32,8,"301,994","3,813,385","77,785,953","5,167,461"
