,0,0,0,0,0,0,0,0
0,N,B1,B2,B3,LLC-load-misses,LLC-loads,cache-references,cache-misses
1,4096,512,64,8,"333,928","7,654,443","106,823,985","7,101,805"
2,4096,256,64,8,"313,865","5,842,042","117,474,791","6,507,316"
3,4096,128,64,8,"268,920","8,015,964","146,951,967","4,694,242"
4,4096,2048,128,8,"329,231","6,396,073","81,985,690","8,866,913"
