,0,0,0,0,0,0,0,0,0
0,N,B1,B2,B3,ref-cycles,dcache-loads,dcache-load-misses,l2_rqsts.references,l2_rqsts.miss
1,4096,64,32,16,"131,123,564,561","215,577,047,768","1,446,993,484","1,742,958,778","141,519,377"
2,4096,2048,64,16,"133,868,713,843","215,447,649,766","1,311,852,617","1,512,538,652","108,637,494"
3,4096,1024,64,16,"133,810,768,459","215,447,780,784","1,481,679,643","1,742,148,535","116,754,642"
4,4096,512,64,16,"128,991,825,547","215,448,066,745","1,501,204,694","1,761,482,283","117,468,078"
