,0,0,0,0,0,0,0,0
0,N,B1,B2,B3,LLC-load-misses,LLC-loads,cache-references,cache-misses
1,512,256,-2,-2,592,"38,158","196,766","2,031"
2,512,128,-2,-2,157,"36,362","241,161",927
3,512,64,-2,-2,337,"26,557","229,381","2,319"
4,512,32,-2,-2,150,"29,224","204,121",963
5,512,16,-2,-2,391,"21,616","227,079","2,721"
6,512,8,-2,-2,225,"14,828","245,747","2,076"
7,512,4,-2,-2,157,"16,462","250,792","1,279"
8,512,2,-2,-2,173,"24,335","226,952","1,116"
