576 , 0.936632 
1 , 0.000000 
2 , 0.000000 
3 , 0.166667 
4 , 0.166667 
5 , 0.250000 
6 , 0.333333 
7 , 0.333333 
8 , 0.333333 
9 , 0.458333 
10 , 0.458333 
11 , 0.500000 
12 , 0.520833 
13 , 0.520833 
14 , 0.541667 
15 , 0.583333 
16 , 0.583333 
17 , 0.583333 
18 , 0.583333 
19 , 0.583333 
20 , 0.593750 
21 , 0.593750 
22 , 0.614583 
23 , 0.635417 
24 , 0.666667 
25 , 0.667426 
26 , 0.668186 
27 , 0.669705 
28 , 0.669705 
29 , 0.669705 
30 , 0.669705 
31 , 0.669705 
32 , 0.669705 
33 , 0.680122 
34 , 0.685330 
35 , 0.695747 
36 , 0.711372 
37 , 0.711372 
38 , 0.726997 
39 , 0.747830 
40 , 0.753038 
41 , 0.753038 
42 , 0.753038 
43 , 0.753038 
44 , 0.753038 
45 , 0.753038 
46 , 0.753038 
47 , 0.753038 
48 , 0.755642 
49 , 0.755642 
50 , 0.758247 
51 , 0.758247 
52 , 0.760851 
53 , 0.763455 
54 , 0.766059 
55 , 0.768663 
56 , 0.773872 
57 , 0.773872 
58 , 0.773872 
59 , 0.773872 
60 , 0.779080 
61 , 0.789497 
62 , 0.794705 
63 , 0.794705 
64 , 0.794705 
65 , 0.794705 
66 , 0.794705 
67 , 0.794705 
68 , 0.794705 
69 , 0.794705 
70 , 0.794705 
71 , 0.794705 
72 , 0.794705 
73 , 0.794705 
74 , 0.795464 
75 , 0.797743 
76 , 0.797743 
77 , 0.797743 
78 , 0.798503 
79 , 0.800781 
80 , 0.804796 
81 , 0.810113 
82 , 0.815864 
83 , 0.818359 
84 , 0.819878 
85 , 0.819878 
86 , 0.821615 
87 , 0.826823 
88 , 0.828559 
89 , 0.832031 
90 , 0.833767 
91 , 0.833767 
92 , 0.842448 
93 , 0.845920 
94 , 0.847656 
95 , 0.849392 
96 , 0.863281 
97 , 0.868490 
98 , 0.868490 
99 , 0.868490 
100 , 0.868490 
101 , 0.868490 
102 , 0.868490 
103 , 0.868490 
104 , 0.869249 
105 , 0.870009 
106 , 0.875000 
107 , 0.875000 
108 , 0.875000 
109 , 0.875000 
110 , 0.875868 
111 , 0.880208 
112 , 0.881076 
113 , 0.881944 
114 , 0.882812 
115 , 0.883681 
116 , 0.884549 
117 , 0.885417 
118 , 0.885417 
119 , 0.885417 
120 , 0.885417 
121 , 0.885417 
122 , 0.885417 
123 , 0.888889 
124 , 0.894097 
125 , 0.899306 
126 , 0.904514 
127 , 0.906250 
128 , 0.906250 
129 , 0.906250 
130 , 0.906250 
131 , 0.906250 
132 , 0.906250 
133 , 0.906250 
134 , 0.906250 
135 , 0.906250 
136 , 0.907010 
137 , 0.907769 
138 , 0.909288 
139 , 0.909288 
140 , 0.909288 
141 , 0.909288 
142 , 0.909288 
143 , 0.909288 
144 , 0.909288 
145 , 0.909288 
146 , 0.912326 
147 , 0.912326 
148 , 0.912326 
149 , 0.912326 
150 , 0.912326 
151 , 0.912326 
152 , 0.912326 
153 , 0.912326 
154 , 0.912326 
155 , 0.912326 
156 , 0.912326 
157 , 0.912326 
158 , 0.912326 
159 , 0.912326 
160 , 0.912326 
161 , 0.912326 
162 , 0.912326 
163 , 0.912326 
164 , 0.912326 
165 , 0.912326 
166 , 0.912326 
167 , 0.912326 
168 , 0.912326 
169 , 0.912326 
170 , 0.912326 
171 , 0.912326 
172 , 0.912326 
173 , 0.912326 
174 , 0.912326 
175 , 0.912326 
176 , 0.913086 
177 , 0.916124 
178 , 0.918403 
179 , 0.918403 
180 , 0.925239 
181 , 0.928277 
182 , 0.930556 
183 , 0.930556 
184 , 0.936632 
185 , 0.936632 
186 , 0.936632 
187 , 0.936632 
188 , 0.936632 
189 , 0.936632 
190 , 0.936632 
191 , 0.936632 
192 , 0.936632 
193 , 0.936632 
194 , 0.936632 
195 , 0.936632 
196 , 0.936632 
197 , 0.936632 
198 , 0.936632 
199 , 0.936632 
200 , 0.936632 
201 , 0.936632 
202 , 0.936632 
203 , 0.936632 
